label,city,state,lon,lat,m4m,m4w,w4m,w4w,k1,c1,k2,c2,k3,c3,k4,c4,k5,c5
city,montgomery,TX,-95.49833,30.354902,36,73,0,39,m4m,12,need,11,young,10,older,8,fun,7
city,ithaca,NE,-96.523011,41.147084,66,73,21,79,fun,17,s,15,m4m,13,female,11,need,11
city,"springfield, IL",IL,-89.606017,39.749457,62,77,28,38,m4m,16,guy,11,m,11,bottom,9,fun,9
city,winchester,OR,-123.325617,43.333141,15,76,19,2,seeking,11,guy,8,friends,7,country,6,girl,6
city,eastern CO,KY,-82.818388,37.512564,193,138,6,19,latina,4,_,3,good,3,love,3,man,3
city,kokomo,IN,-86.11894,40.469625,9,40,17,51,w4w,10,seeking,8,woman,7,lady,6,real,6
city,eastern CT,KY,-82.818388,37.512564,193,138,6,19,m4m,34,guy,21,fun,16,good,16,friend,15
city,"jacksonville, NC",NC,-77.444847,34.720825,38,153,120,24,out,19,fun,17,good,16,marine,16,m4w,15
city,amarillo,TX,-101.895089,35.401475,156,177,102,110,m4m,36,bottom,28,woman,28,seeking,22,need,20
city,jonesboro,TX,-97.845634,31.559947,34,55,22,27,m4m,13,fun,8,real,7,something,6,suck,6
city,"fayetteville, AR",AR,-94.309322,36.087732,111,198,67,26,m4m,33,woman,24,seeking,19,girl,18,fun,16
city,lincoln,WA,-118.399551,47.60894,38,155,0,78,woman,22,friend,15,date,12,fun,12,seeking,12
city,saginaw,OR,-122.998790,43.863845,0,76,39,38,fun,12,girl,12,seeking,9,friend,8,relationship,8
city,baton rouge,LA,-91.080373,30.51589,415,275,91,40,m4m,99,seeking,49,white,43,guy,35,top,35
city,orlando,OK,-97.408181,35.944569,3544,1263,192,116,m4m,897,fun,316,top,284,suck,278,bottom,276
city,san antonio,NM,-106.876440,33.963287,3556,1259,338,148,m4m,777,top,362,bottom,275,guy,268,fun,250
city,duluth,MN,-92.442797,47.640367,25,78,25,45,fun,11,woman,10,out,9,seeking,9,m4m,8
city,chico,CA,-121.572986,39.723898,57,96,23,38,guy,15,seeking,14,girl,13,fun,11,date,9
city,brainerd,MN,-94.099983,46.350195,5,26,5,51,woman,8,friends,6,love,6,more,6,something,5
city,elko,NV,-115.529596,41.059414,2,15,4,72,fun,9,new,9,w4w,9,woman,7,someone,6
city,central LA,AK,-151.025085,65.226375,2703,614,26,77,friend,11,m4m,9,need,9,good,8,w4w,8
city,la crosse,KS,-99.300546,38.531867,22,86,45,49,fun,13,guy,8,man,8,love,7,real,7
city,altoona,KS,-95.661801,37.525023,114,178,64,134,girl,24,fun,20,seeking,20,man,18,want,18
city,cleveland,NM,-105.382548,36.007478,1575,712,134,86,m4m,427,seeking,142,bottom,121,fun,110,need,106
city,new haven,MO,-91.247283,38.558487,583,287,39,0,m4m,130,guy,61,bottom,51,suck,50,cock,47
city,delaware,OK,-95.641981,36.777208,945,352,69,36,m4m,182,seeking,77,suck,66,fun,65,guy,64
city,fort wayne,IN,-85.070713,41.093763,75,196,59,69,woman,29,m4w,28,m4m,27,seeking,23,fun,18
city,san angelo,TX,-100.689590,31.39577,0,37,0,0,ltr,4,m4w,4,male,4,seeking,3,woman,3
city,western KY,NE,-97.265045,40.403717,21,46,6,37,love,12,single,10,fun,9,girl,7,m4w,7
city,binghamton,NY,-75.922159,42.173709,29,89,20,55,woman,18,seeking,13,female,12,ltr,11,m4m,11
city,"charleston, WV",WV,-81.554655,38.296818,43,56,31,31,ltr,10,seeking,10,love,8,something,8,want,8
city,anchorage,AK,-149.440311,61.108864,138,273,77,22,m4m,45,guy,25,woman,20,girl,18,seeking,18
city,topeka,KS,-95.769657,39.042939,14,74,20,66,woman,17,friend,12,bi,10,more,10,girl,9
city,joplin,MO,-94.374452,37.099335,29,107,45,49,woman,14,friend,12,seeking,12,good,11,want,11
city,greensboro,IN,-85.464036,39.878933,625,356,113,66,m4m,218,black,65,top,65,guy,52,fun,47
city,fredericksburg,TX,-98.8936,30.313385,103,184,54,16,m4m,31,seeking,20,woman,19,m4w,15,need,15
city,orange co,CA,-117.769442,33.640302,6923,2025,297,112,m4m,1315,guy,632,top,603,fun,560,bottom,546
city,waco,TX,-97.16148,31.541116,81,78,40,11,m4m,14,seeking,14,guy,13,real,10,cock,9
city,philadelphia,MO,-91.738022,39.82473,6040,1704,297,222,m4m,1187,fun,492,top,470,now,437,bottom,424
city,daytona beach,FL,-81.172169,29.022729,183,256,60,17,m4m,49,seeking,29,woman,23,friend,19,guy,19
city,sioux city,IA,-96.378007,42.423688,0,37,0,74,woman,11,friend,10,girl,7,out,7,real,6
city,tippecanoe,IN,-86.12282,41.215971,35,71,29,56,need,11,good,10,w4w,10,fun,9,girl,9
city,klamath falls,OR,-121.685853,42.61276,43,25,29,32,m4m,8,love,6,new,6,older,6,out,6
city,palm springs,CA,-116.055617,33.752886,988,143,0,0,m4m,208,bottom,93,cock,92,top,78,bi,60
city,memphis,TX,-100.539782,34.730964,818,404,77,117,m4m,248,white,121,guy,71,bottom,64,top,63
city,flagstaff,AZ,-112.052427,35.630842,80,56,14,7,m4m,18,top,13,seeking,11,guy,10,girl,7
city,fort collins,CO,-105.569245,40.628112,101,277,60,30,girl,25,fun,21,m4w,21,guy,20,m4m,20
city,santa fe,ID,-116.430997,47.154416,191,38,0,38,m4m,54,fun,28,daddy,14,guy,14,young,13
city,tucson,AZ,-110.859106,32.071764,372,480,77,49,m4m,93,seeking,51,woman,41,want,38,guy,37
city,north MS,SC,-81.07622,33.554183,73,112,40,38,m4m,26,woman,19,man,13,seeking,13,good,12
city,san marcos,CA,-116.846046,33.016928,38,37,0,0,m4m,12,top,6,student,5,bottom,4,cock,4
city,lakeland,LA,-91.446813,30.575993,71,139,45,17,m4m,21,woman,19,man,15,seeking,15,m4w,13
city,frederick,CO,-104.938057,40.123557,52,78,23,4,m4m,17,guy,10,bottom,7,seeking,7,cock,6
city,janesville,CA,-120.506184,40.298255,30,67,14,7,seeking,11,m4m,10,ltr,8,fun,7,man,7
city,little rock,AR,-92.392487,34.751918,253,333,75,39,m4m,78,m4w,32,guy,28,fun,26,woman,24
city,minneapolis,KS,-97.650674,39.141097,3998,1743,262,74,m4m,884,guy,363,fun,349,top,345,bottom,325
city,salem,OR,-123.006606,44.965541,38,153,0,0,m4m,13,seeking,13,date,12,fun,11,woman,10
city,portland,OR,-122.374776,45.580557,255,145,39,0,m4m,67,seeking,22,cock,20,guy,20,need,19
city,"florence, SC",SC,-79.622227,34.061465,32,43,21,11,m4m,10,man,7,real,7,black,6,m4w,6
city,allentown,GA,-83.20951,32.606433,240,340,61,11,m4m,70,fun,44,seeking,32,woman,27,guy,26
city,gainesville,TX,-97.03692,33.610384,184,147,30,19,m4m,54,guy,21,older,17,younger,17,bottom,16
city,"clarksville, TN",TN,-87.353008,36.531398,32,128,88,28,man,16,someone,15,love,13,s,13,woman,13
city,manhattan,NV,-116.310045,38.702281,0,38,0,37,friend,8,girl,6,one,6,bi,5,seeking,5
city,phoenix,OR,-122.814640,42.262556,6392,2611,461,230,m4m,1456,bottom,559,top,535,guy,534,need,466
city,dubuque,IA,-90.804116,42.484861,10,38,14,64,fun,9,seeking,8,love,7,friends,6,guy,6
city,kenai,AK,-150.407958,60.422041,41,20,60,22,m4m,15,guy,7,love,7,man,7,seeking,6
city,scranton,AR,-93.53721,35.344745,219,148,39,38,m4m,54,guy,32,bi,27,seeking,25,older,19
city,ogden,UT,-111.956721,41.255285,80,39,0,40,m4m,28,need,10,more,9,play,9,fun,8
city,watertown,SD,-97.177954,44.955643,15,98,55,41,woman,11,girl,10,fun,9,man,9,seeking,8
city,lafayette,OR,-123.110948,45.232882,87,107,45,48,m4m,21,guy,17,real,15,woman,13,fun,12
city,boone,CO,-104.209119,38.319575,25,22,15,26,m4m,7,seeking,6,boone,5,2,4,fun,4
city,buffalo,WY,-106.561068,44.122611,672,464,94,50,m4m,145,fun,61,seeking,61,guy,58,need,45
city,santa barbara,CA,-119.848555,34.262834,501,138,35,0,m4m,70,fun,42,top,37,guy,36,bottom,34
label,city,state,lon,lat,m4m,m4w,w4m,w4w,k1,c1,k2,c2,k3,c3,k4,c4,k5,c5
state,WA,WA,,,1546,2590,673,454,m4m,361,seeking,204,guy,178,woman,174,fun,142
state,DC,DC,,,991,279,82,20,m4m,239,top,108,bottom,100,guy,81,fun,73
state,WI,WI,,,1114,1123,238,239,m4m,269,fun,124,seeking,115,guy,113,bottom,81
state,WV,WV,,,43,56,31,31,ltr,10,seeking,10,love,8,something,8,want,8
state,FL,FL,,,2671,2362,463,284,m4m,740,guy,236,fun,231,seeking,205,woman,177
state,WY,WY,,,715,580,131,122,m4m,168,fun,78,seeking,61,guy,58,need,45
state,NM,NM,,,6794,2947,726,592,m4m,1562,bottom,518,fun,515,top,465,guy,268
state,TX,TX,,,6422,4534,1144,1096,m4m,1597,guy,484,fun,399,seeking,347,need,290
state,LA,LA,,,2150,1217,344,403,m4m,540,top,179,guy,150,fun,139,bottom,130
state,NC,NC,,,404,872,427,151,m4m,85,woman,76,seeking,74,man,37,fun,36
state,ND,ND,,,44,39,29,22,m4m,13,ltr,8,seeking,7,guy,6,want,6
state,NE,NE,,,1862,1528,476,803,m4m,477,fun,180,seeking,176,bottom,141,top,117
state,TN,TN,,,110,267,140,96,woman,32,m4m,22,love,19,real,18,man,16
state,NY,NY,,,5975,1542,614,258,m4m,1312,guy,542,top,455,bottom,351,hot,247
state,PA,PA,,,3561,2210,584,313,m4m,757,fun,359,guy,243,need,193,top,189
state,AK,AK,,,19122,5511,805,853,m4m,2472,guy,1022,top,910,bottom,777,now,585
state,NV,NV,,,10192,3904,515,506,m4m,2149,top,898,guy,793,bottom,439,fun,437
state,VA,VA,,,891,673,150,76,m4m,164,fun,95,bottom,95,top,92,white,85
state,CO,CO,,,6448,3017,526,259,m4m,1328,guy,575,fun,550,bottom,494,top,457
state,CA,CA,,,17848,6865,1232,958,m4m,3972,guy,1394,top,1349,bottom,1195,fun,861
state,AL,AL,,,794,618,208,202,m4m,176,fun,84,need,72,suck,62,black,55
state,AR,AR,,,5222,3164,761,442,m4m,1216,fun,408,guy,372,bottom,292,need,194
state,IL,IL,,,5094,2373,512,420,m4m,1170,fun,555,guy,435,top,361,need,333
state,GA,GA,,,532,739,255,214,m4m,137,seeking,80,fun,64,man,46,woman,40
state,IN,IN,,,3571,2052,557,718,m4m,943,guy,300,fun,189,suck,188,seeking,176
state,IA,IA,,,1507,944,275,355,m4m,495,fun,173,guy,126,need,121,suck,103
state,AZ,AZ,,,610,822,187,151,m4m,149,seeking,82,guy,47,woman,41,want,38
state,ID,ID,,,8377,3789,913,980,m4m,1997,top,869,seeking,741,guy,676,black,655
state,OK,OK,,,6486,3515,799,430,m4m,1582,fun,585,suck,344,top,284,bottom,276
state,OH,OH,,,5235,2835,598,409,m4m,1248,guy,446,fun,366,top,232,seeking,216
state,UT,UT,,,1054,790,136,218,m4m,188,fun,135,guy,82,seeking,80,need,49
state,MO,MO,,,6969,2707,561,514,m4m,1398,fun,541,bottom,475,top,470,now,437
state,MN,MN,,,166,497,110,253,woman,55,seeking,45,man,32,guy,31,girl,28
state,MI,MI,,,344,392,93,249,seeking,63,m4m,52,fun,46,guy,34,girl,29
state,KS,KS,,,7779,4567,930,644,m4m,1586,guy,680,bottom,519,top,507,fun,507
state,MT,MT,,,169,172,136,109,girl,41,m4m,35,fun,25,man,21,seeking,18
state,MS,MS,,,187,359,114,124,m4m,48,real,26,white,26,seeking,23,woman,17
state,SC,SC,,,249,374,99,87,m4m,87,woman,36,m4w,23,fun,21,man,20
state,KY,KY,,,1018,812,81,145,m4m,90,fun,60,seeking,59,woman,53,good,46
state,OR,OR,,,16850,8250,1776,1251,m4m,3811,top,1447,guy,1419,bottom,1364,fun,817
state,SD,SD,,,52,246,130,41,fun,17,woman,11,love,11,girl,10,man,9
country,USA,USA,,,161168,82133,18561,15492,m4m,34650,guy,11234,top,9768,fun,9368,bottom,7790
